rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
49,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
50,1,a,5,5,12,11,4,in,in,oppo,hit,2,no,jump,kill,kill,a
51,1,b,3,3,19,14,3,out,out,outside,roll_shot,3,no,jump,,,a
51,2,a,3,3,7,6,4,out,in,d-ball,hit,2,no,,kill,kill,a
52,1,b,3,3,12,6,1,in,in,d-ball,hit,2,no,jump,,,a
52,2,a,7,7,24,6,4,out,out,d-ball,off_speed,2,no,,,,a
52,3,b,9,10,7,6,,out,in,d-ball,hit,2,no,,hit_error,hit_error,a
53,1,b,4,3,8,15,12,out,out,outside,blocked,2,yes,jump,blocked,blocked,a
54,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
55,1,a,2,2,,,3,out,,,blocked,1,yes,jump,,,a
55,2,a,3,3,14,15,10,in,in,outside,hit,3,no,,kill,kill,a
56,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
57,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
58,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
59,1,a,3,3,13,13,5,in,in,quick,hit,1,no,tape,,,a
59,2,b,9,9,8,15,21,out,out,outside,hit,3,yes,,,,a
59,3,a,3,4,21,7,2,out,out,d-ball,hit,3,no,,,,a
59,4,b,8,3,4,15,15,out,out,outside,blocked,2,yes,,,,a
59,5,b,15,15,13,11,1,in,in,oppo,hit,2,no,,,,a
59,6,a,2,2,3,15,5,out,out,outside,hit,3,no,,kill,kill,a
60,1,b,,,,,,,,,,,,float,ace,ace,a
61,1,b,2,6,13,11,6,in,in,oppo,hit,2,no,float,kill,kill,b
62,1,a,2,2,11,8,19,in,in,bic,hit,1,no,jump,hit_error,hit_error,b
63,1,a,4,5,8,15,5,out,out,outside,hit,2,no,jump,kill,kill,a
64,1,b,2,3,8,10,9,out,out,outside,hit,3,yes,jump,,,a
64,2,a,8,5,13,15,10,in,in,outside,hit,2,yes,,kill,kill,a
65,1,b,3,3,26,,,out,,,,,,jump,ace,ace,a
66,1,b,3,3,13,15,5,in,in,outside,hit,2,no,jump,,,b
66,2,a,9,9,3,5,1,out,out,,free_ball,0,no,,,,b
66,3,b,8,1,6,11,15,out,out,oppo,blocked,2,yes,,,,b
66,4,b,14,14,13,8,17,in,in,bic,hit,2,yes,,tool,tool,b
67,1,a,3,3,13,13,,in,in,quick,hit,1,no,jump,hit_error,hit_error,b
68,1,a,3,2,8,15,8,out,out,outside,roll_shot,2,no,jump,,,b
68,2,b,7,6,9,15,10,out,out,outside,hit,3,no,,kill,kill,b
69,1,a,2,2,12,13,6,in,in,quick,off_speed,1,no,jump,,,b
69,2,b,6,6,8,11,1,out,out,oppo,hit,3,no,,kill,kill,b
70,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
71,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
72,1,a,,,,,,,,,,,,jump,ace,ace,b
73,1,a,4,4,8,12,12,out,out,oppo,blocked,2,yes,jump,,,a
73,2,a,12,12,10,15,23,out,out,outside,hit,3,yes,,,,a
73,3,b,10,10,4,15,15,out,out,outside,blocked,2,yes,,,,a
73,4,b,15,15,,,11,out,,,blocked,1,yes,,blocked,blocked,a
74,1,b,4,4,2,15,24,out,out,outside,hit,3,no,jump,hit_error,hit_error,a
75,1,b,,,,,,,,,,,,jump,ace,ace,a
76,1,b,3,3,6,15,14,out,out,outside,blocked,2,yes,jump,,,b
76,2,b,14,12,8,6,1,out,out,d-ball,hit,2,no,,kill,kill,b
77,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
78,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
79,1,a,3,4,,,14,out,,,blocked,2,yes,float,blocked,blocked,b
80,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
81,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
82,1,a,4,5,15,14,8,in,in,quick,hit,1,no,jump,kill,kill,a
83,1,b,9,9,13,14,,in,in,quick,hit,2,no,float,hit_error,hit_error,a
84,1,b,6,6,7,11,1,out,out,oppo,hit,2,no,float,,,a
84,2,a,2,2,7,8,8,out,in,bic,tip,3,no,,,,a
84,3,b,6,8,9,15,14,out,out,outside,blocked,3,yes,,blocked,blocked,a
85,1,b,8,8,12,8,15,in,in,bic,hit,3,yes,float,kill,kill,b
86,1,a,2,2,11,,,out,,,,,,jump,ace,ace,b
87,1,a,2,2,6,5,6,out,out,bic,free_ball,0,no,jump,,,b
87,2,b,11,11,11,15,15,out,out,outside,blocked,2,yes,,,,b
87,3,b,15,15,15,9,12,out,out,,free_ball,0,no,,,,b
87,4,a,12,12,13,15,5,in,in,outside,hit,2,no,,,,b
87,5,b,9,9,23,14,7,out,out,outside,free_ball,2,no,,,,b
87,6,a,7,6,8,11,6,out,out,oppo,blocked,3,yes,,blocked,blocked,b
88,1,a,2,1,13,9,3,in,in,bic,hit,1,no,jump,,,a
88,2,b,3,3,14,15,15,in,in,outside,off_speed,2,no,,,,a
88,3,a,14,14,8,16,11,out,out,oppo,free_ball,0,no,,,,a
88,4,b,12,13,,,,,,,,,,,error,error,a
89,1,b,,,,,,,,,,,,jump,ace,ace,a
90,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
91,1,a,2,2,13,11,13,in,in,oppo,roll_shot,2,no,float,,,a
91,2,b,13,12,14,15,18,in,in,outside,hit,2,no,,hit_error,hit_error,a
92,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
93,1,a,4,4,13,11,17,in,in,oppo,blocked,1,yes,jump,tool,tool,a
94,1,b,5,5,17,14,5,out,out,outside,hit,2,no,jump,,,b
94,2,a,5,5,14,,17,out,dump,dump,dump,0,no,,hit_error,hit_error,b
95,1,a,2,2,12,15,18,in,in,outside,hit,1,no,jump,hit_error,hit_error,b
96,1,a,14,10,12,6,18,in,in,d-ball,hit,2,yes,tape,tool,tool,a
97,1,a,4,4,13,14,1,in,in,quick,hit,1,no,float,,,a
97,2,b,6,6,13,11,1,out,out,oppo,blocked,3,yes,,blocked,blocked,a
98,1,b,4,4,,,11,out,,,blocked,1,yes,jump,blocked,blocked,a
99,1,b,4,4,7,10,2,out,out,outside,hit,2,no,jump,kill,kill,b
100,1,a,5,5,13,8,3,in,in,bic,hit,1,no,jump,kill,kill,a
101,1,b,5,5,25,15,11,out,out,outside,hit,3,yes,jump,kill,kill,b
102,1,a,2,3,12,6,20,in,in,d-ball,hit,2,no,jump,hit_error,hit_error,b
103,1,a,3,3,8,9,1,out,in,bic,hit,2,no,jump,kill,kill,a
104,1,b,9,5,13,14,11,in,in,quick,hit,1,yes,jump,,,b
104,2,a,11,11,8,15,3,out,out,outside,hit,3,no,,,,b
104,3,b,3,3,13,15,11,in,in,outside,tip,2,no,,kill,kill,b
105,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
106,1,b,8,8,9,15,22,out,out,outside,hit,2,yes,float,tool,tool,b
107,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
108,1,b,1,1,9,11,12,out,out,oppo,blocked,2,yes,jump,,,a
108,2,b,12,12,11,10,9,out,out,outside,off_speed,2,no,,,,a
108,3,a,9,9,13,11,9,in,in,oppo,hit,2,no,,kill,kill,a
109,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
110,1,a,2,2,12,15,4,in,in,outside,hit,2,yes,jump,,,b
110,2,b,9,9,12,15,10,in,in,outside,hit,2,no,,kill,kill,b
111,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
112,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
113,1,a,3,3,13,14,3,in,in,quick,off_speed,1,no,float,,,a
113,2,b,3,3,8,15,5,out,out,outside,hit,3,no,,,,a
113,3,a,5,4,20,15,9,out,out,outside,roll_shot,3,no,,kill,kill,a
114,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
115,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
116,1,b,5,5,10,9,7,out,out,bic,free_ball,0,no,jump,,,a
116,2,a,7,7,13,9,2,in,in,bic,hit,1,no,,kill,kill,a
117,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
118,1,a,4,4,6,6,2,in,in,d-ball,hit,2,no,jump,,,a
118,2,b,2,2,6,15,15,out,out,outside,blocked,3,yes,,,,a
118,3,b,15,15,15,,2,out,dump,dump,dump,1,no,,,,a
118,4,a,7,7,13,15,8,in,in,outside,hit,2,no,,kill,kill,a
119,1,b,2,2,12,13,11,in,in,quick,hit,2,yes,jump,,,a
119,2,a,12,12,8,15,13,out,out,outside,hit,3,yes,,kill,kill,a
120,1,b,2,2,6,15,17,out,out,outside,hit,3,yes,jump,tool,tool,b
121,1,a,5,5,13,,13,in,dump,dump,dump,1,yes,float,,,a
121,2,b,13,13,4,6,2,out,out,d-ball,hit,2,no,,,,a
121,3,a,2,2,8,14,10,in,in,quick,hit,2,no,,kill,kill,a
122,1,b,8,8,12,6,3,in,in,d-ball,hit,2,no,float,kill,kill,b
123,1,a,4,4,13,13,,in,in,quick,hit,1,no,jump,hit_error,hit_error,b
124,1,a,3,3,13,11,3,in,in,oppo,hit,2,yes,jump,kill,kill,a
125,1,b,3,3,1,15,,out,out,outside,hit,2,no,jump,hit_error,hit_error,a
126,1,b,,,,,,,,,,,,jump,ace,ace,a
127,1,b,12,6,8,15,15,out,out,outside,blocked,2,yes,tape,blocked,blocked,a
128,1,b,7,8,13,14,1,in,in,quick,off_speed,1,no,float,kill,kill,b
129,1,a,2,2,26,15,20,out,out,outside,off_speed,3,no,jump,hit_error,hit_error,b
130,1,a,2,2,13,,,in,,,,,,jump,error,error,a
131,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
132,1,a,3,3,13,15,2,in,in,outside,blocked,1,yes,float,blocked,blocked,b
133,1,a,3,3,14,14,6,in,in,quick,tip,1,no,float,kill,kill,a
134,1,b,4,3,,,,out,,,,,,jump,ace,ace,a
135,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
136,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
137,1,b,4,4,8,15,1,out,out,outside,hit,2,no,jump,,,a
137,2,a,6,6,13,11,8,out,out,oppo,free_ball,0,no,,,,a
137,3,b,8,8,12,13,4,in,in,quick,hit,2,yes,,,,a
137,4,a,4,3,13,6,5,in,in,d-ball,hit,2,no,,,,a
137,5,b,5,5,26,26,11,out,,,blocked,1,yes,,blocked,blocked,a
138,1,b,4,4,15,,,out,,,,,,jump,ace,ace,a
139,1,b,,,,,,,,,,,,jump,ace,ace,a
1,1,b,3,3,26,16,7,out,out,oppo,free_ball,0,no,jump,,,b
1,2,a,7,2,13,13,2,in,in,quick,hit,2,no,,,,b
1,3,b,2,3,7,15,10,out,out,outside,hit,2,no,,,,b
1,4,a,10,10,,,3,out,,,blocked,1,yes,,blocked,blocked,b
2,1,a,3,3,20,,,,,,,,,jump,ace,ace,b
3,1,a,2,2,12,13,24,in,in,quick,hit,2,no,jump,hit_error,hit_error,b
4,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
5,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
6,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
7,1,b,7,7,14,14,6,in,in,quick,tip,2,no,float,,,a
7,2,a,6,1,12,7,8,out,out,bic,free_ball,0,no,,,,a
7,3,b,8,9,13,15,7,in,in,outside,hit,2,no,,,,a
7,4,a,7,6,15,8,7,out,out,bic,free_ball,0,no,,,,a
7,5,b,7,8,13,14,26,in,in,quick,,2,no,,error,error,a
8,1,b,6,6,13,13,6,in,in,quick,hit,1,no,float,kill,kill,b
9,1,a,3,3,11,6,18,in,in,d-ball,off_speed,1,no,float,hit_error,hit_error,b
10,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
11,1,b,4,5,8,15,15,out,out,outside,blocked,2,yes,jump,,,b
11,2,b,15,10,14,15,16,out,out,outside,hit,2,yes,,tool,tool,b
12,1,a,3,3,13,14,6,in,in,quick,hit,1,no,jump,kill,kill,a
13,1,b,4,8,9,15,8,out,out,outside,blocked,3,yes,float,blocked,blocked,a
14,1,b,,,,,,,,,,,,float,serve_error,serve_error,b
15,1,a,2,2,13,14,8,in,in,quick,hit,1,yes,jump,,,b
15,2,b,8,3,13,6,4,in,in,d-ball,hit,2,no,,kill,kill,b
16,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
17,1,b,7,7,8,15,25,out,out,outside,hit,3,yes,float,,,b
17,2,a,10,5,,,6,out,,,overpass,0,no,,,,b
17,3,b,6,6,13,13,2,in,in,quick,hit,2,no,,,,b
17,4,a,7,7,22,6,13,out,out,oppo,blocked,2,yes,,,,b
17,5,a,13,13,13,13,6,out,out,outside,tip,0,no,,,,b
17,6,b,6,7,8,15,13,out,out,outside,blocked,2,yes,,net,net,b
18,1,a,3,3,13,15,8,in,in,outside,hit,1,no,jump,kill,kill,a
19,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
20,1,a,7,7,13,15,9,in,in,outside,hit,1,no,jump,kill,kill,a
21,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
22,1,a,9,9,8,6,5,out,out,d-ball,hit,2,no,float,kill,kill,a
23,1,b,8,8,12,15,2,in,in,outside,hit,1,no,float,kill,kill,b
24,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
25,1,b,4,5,13,,12,in,dump,dump,dump,1,yes,jump,,,a
25,1,a,12,12,12,8,3,in,in,bic,hit,0,no,,kill,kill,a
26,1,b,3,2,25,15,4,out,out,outside,hit,3,yes,jump,,,b
26,2,a,4,4,9,13,8,out,out,oppo,roll_shot,1,no,,,,b
26,3,b,8,9,12,,5,out,dump,dump,dump,0,no,,,,b
26,4,a,5,3,,,1,out,,,blocked,1,yes,,net,net,b
27,1,a,4,4,7,11,3,out,out,oppo,hit,2,no,jump,,,b
27,2,b,3,3,13,6,7,in,in,d-ball,hit,2,yes,,,,b
27,3,a,7,7,4,7,7,out,out,d-ball,blocked,3,yes,,blocked,blocked,b
28,1,a,4,4,12,14,7,in,in,quick,hit,1,no,jump,kill,kill,a
29,1,b,10,10,13,6,11,in,in,d-ball,blocked,2,yes,float,error,error,a
30,1,b,4,3,12,13,22,in,in,quick,hit,1,no,float,hit_error,hit_error,a
31,1,b,9,10,,,,,,,,,,float,ace,ace,a
32,1,b,10,10,13,13,2,in,in,quick,hit,1,no,float,kill,kill,b
33,1,a,3,3,13,11,9,in,in,oppo,hit,2,no,jump,kill,kill,a
34,1,b,6,6,8,14,14,out,out,outside,blocked,3,yes,float,blocked,blocked,a
35,1,b,6,6,12,13,8,in,in,quick,tip,2,yes,float,,,a
35,2,a,8,7,26,13,3,out,out,oppo,hit,2,no,,kill,kill,a
36,1,b,6,6,12,13,17,in,in,quick,hit,2,yes,float,tool,tool,b
37,1,a,2,2,13,11,10,in,in,oppo,hit,1,no,jump,kill,kill,a
38,1,b,,,,,,,,,,,,jump,error,error,b
39,1,a,8,8,25,,,,,,,,,jump,ace,ace,b
40,1,a,4,4,13,6,5,in,in,d-ball,hit,2,no,jump,,,a
40,2,b,5,5,15,,12,out,,,overpass,1,no,,,,a
40,3,a,12,12,,,13,out,,,overpass,0,no,,,,a
40,4,b,13,13,13,15,15,in,in,outside,blocked,2,yes,,blocked,blocked,a
41,1,b,3,3,13,15,14,in,in,outside,blocked,2,yes,jump,,,a
41,2,b,14,14,12,15,10,in,in,outside,hit,2,no,,,,a
41,3,a,9,9,14,26,14,out,out,outside,free_ball,0,no,,,,a
41,4,b,14,14,13,11,22,in,in,oppo,hit,2,no,,hit_error,hit_error,a
42,1,b,5,5,12,13,4,in,in,quick,hit,2,yes,jump,,,a
42,2,a,4,4,13,14,15,in,in,quick,blocked,2,yes,,,,a
42,3,a,15,15,14,7,9,out,out,oppo,roll_shot,0,no,,,,a
42,4,b,9,9,11,11,6,out,out,oppo,hit,2,no,,,,a
42,5,a,6,6,9,6,7,out,out,oppo,blocked,3,yes,,,,a
42,6,a,7,7,13,15,10,in,in,outside,hit,3,yes,,net,net,a
43,1,b,8,8,,,14,out,,,overpass,0,no,jump,,,a
43,2,a,14,14,12,15,6,in,in,outside,hit,1,no,,kill,kill,a
44,1,b,7,8,1,14,12,out,out,outside,blocked,3,yes,jump,blocked,blocked,a
45,1,a,2,2,12,15,8,in,in,outside,hit,1,no,jump,kill,kill,a
46,1,b,2,1,17,15,10,out,out,outside,hit,2,yes,jump,,,b
46,2,a,10,10,,,9,out,,,blocked,1,yes,,,,b
46,4,a,9,10,7,26,4,out,out,outside,hit,3,no,,,,b
46,5,b,4,4,8,15,3,out,out,outside,hit,2,yes,,,,b
46,6,a,8,10,7,6,7,out,out,d-ball,blocked,3,yes,,,,b
46,7,a,7,7,,,,,,,,,,,error,error,b
47,1,a,2,2,13,8,7,in,in,bic,hit,1,no,jump,error,error,b
48,1,a,4,4,17,13,12,out,out,outside,tip,3,no,jump,,,a
48,2,b,12,6,9,11,2,out,out,oppo,hit,2,no,,,,a
48,3,a,2,2,6,6,14,out,out,oppo,hit,3,yes,,kill,kill,a
49,1,b,4,4,7,11,3,out,out,oppo,hit,2,no,jump,,,a
49,2,a,3,3,7,15,5,out,out,outside,hit,2,yes,,,,a
49,3,b,10,10,13,13,,in,in,quick,,,,,error,error,a
50,1,b,3,3,3,15,9,out,out,outside,hit,3,no,jump,,,a
50,2,a,9,9,14,,7,out,dump,dump,dump,2,no,,,,a
50,3,b,7,6,9,12,22,out,out,oppo,hit,2,no,,hit_error,hit_error,a
51,1,b,2,2,,,14,out,,,blocked,1,yes,jump,blocked,blocked,a
52,1,b,2,2,12,15,10,in,in,outside,hit,2,no,jump,kill,kill,b
53,1,a,3,3,13,15,12,in,in,outside,hit,2,no,jump,kill,kill,a
54,1,b,7,8,13,13,7,in,in,quick,blocked,2,yes,float,,,a
54,2,b,7,12,6,,7,out,,,overpass,0,no,,,,a
54,3,a,7,6,13,15,26,in,in,outside,tip,2,yes,,tool,tool,a
55,1,b,7,7,12,15,11,in,in,outside,hit,2,yes,float,kill,kill,b
56,1,a,8,8,17,15,6,out,out,outside,hit,3,no,float,,,b
56,2,b,6,6,8,11,3,out,out,oppo,hit,3,yes,,,,b
56,3,a,3,2,13,14,7,in,in,quick,tip,1,no,,,,b
56,4,b,7,6,9,11,26,out,out,oppo,tip,2,yes,,kill,kill,b
57,1,a,9,8,9,15,1,out,out,outside,hit,3,no,hybrid,kill,kill,a
58,1,b,6,7,9,15,5,out,out,outside,hit,3,yes,jump,,,a
58,2,a,5,3,7,15,17,out,out,outside,hit,2,yes,,tool,tool,a
59,1,b,3,3,6,11,2,out,out,oppo,hit,3,no,jump,,,a
59,2,a,2,3,2,15,2,out,out,outside,hit,3,yes,,kill,kill,a
60,1,b,5,4,3,6,8,out,out,d-ball,roll_shot,1,no,jump,,,a
60,2,a,8,8,13,11,5,in,in,oppo,hit,1,no,,kill,kill,a
61,1,b,3,3,13,13,13,in,in,quick,blocked,3,yes,jump,blocked,blocked,a
62,1,b,8,8,8,11,24,out,out,oppo,hit,2,yes,jump,tool,tool,b
63,1,a,4,4,12,15,1,in,in,outside,hit,2,no,jump,kill,kill,a
64,1,b,9,9,8,15,14,out,out,outside,blocked,2,yes,float,,,b
64,2,b,14,14,14,6,4,out,out,d-ball,hit,2,no,,kill,kill,b
65,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
66,1,b,10,10,,,10,out,,,blocked,1,yes,jump,,,a
66,2,b,10,10,2,6,3,out,out,d-ball,hit,2,no,,,,a
66,3,a,3,2,8,11,1,out,out,oppo,hit,2,no,,kill,kill,a
67,1,b,9,9,8,15,7,out,out,outside,blocked,2,yes,jump,,,a
67,2,b,7,9,8,15,3,out,out,outside,hit,3,no,,,,a
67,3,a,3,3,8,11,10,out,out,oppo,hit,2,no,,net,net,a
68,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
69,1,a,10,9,9,15,8,out,out,outside,tip,2,no,jump,,,b
69,2,b,8,3,8,15,4,out,out,outside,hit,3,no,,,,b
69,3,a,4,3,12,11,14,in,in,oppo,tip,1,no,,,,b
69,4,b,14,14,12,15,12,out,out,outside,hit,2,yes,,error,error,b
70,1,a,3,3,13,14,9,in,in,oppo,blocked,2,yes,jump,,,b
70,2,a,9,9,13,15,7,in,in,outside,tip,2,no,,,,b
70,3,b,7,6,13,15,7,out,out,outside,hit,2,yes,,,,b
70,4,a,7,6,8,14,25,out,out,outside,hit,3,no,,hit_error,hit_error,b
71,1,a,4,4,13,11,6,in,in,oppo,hit,1,no,jump,kill,kill,a
72,1,b,3,3,14,,14,out,dump,dump,dump,2,yes,jump,,,b
72,2,a,14,14,10,15,3,out,out,outside,hit,3,no,,,,b
72,3,b,2,3,7,14,7,out,out,outside,free_ball,0,no,,,,b
72,4,a,7,9,12,12,12,in,in,quick,blocked,2,yes,,blocked,blocked,b
73,1,a,12,11,,,,,,,,,,jump,ace,ace,b
74,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
75,1,b,4,5,13,11,8,in,in,oppo,hit,2,no,jump,kill,kill,b
76,1,a,2,2,14,15,12,in,in,outside,tip,2,no,jump,kill,kill,a
77,1,b,6,6,12,15,17,in,in,outside,hit,2,yes,float,tool,tool,b
79,1,b,8,8,13,15,9,in,in,outside,hit,1,no,jump,kill,kill,b
80,1,a,3,3,12,15,10,in,in,outside,hit,1,no,jump,kill,kill,a
81,1,b,8,8,13,15,7,in,in,outside,roll_shot,2,no,float,kill,kill,b
82,1,a,3,3,,,,,,,,,,jump,ace,ace,b
83,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
84,1,b,8,8,12,15,20,in,in,outside,hit,2,no,float,hit_error,hit_error,a
85,1,b,8,8,13,15,13,in,in,outside,blocked,2,yes,float,,,a
85,2,b,13,8,9,6,12,out,out,d-ball,blocked,2,yes,,,,a
85,3,b,12,12,12,15,,out,out,outside,hit,2,yes,,hit_error,hit_error,a
86,1,b,7,7,7,15,9,out,out,outside,blocked,3,yes,float,,,a
86,2,b,9,9,13,15,14,out,out,outside,blocked,2,yes,,,,a
86,3,b,14,14,12,15,15,in,in,outside,blocked,2,yes,,blocked,blocked,a
87,1,b,8,8,,,10,out,,,overpass,0,no,jump,,,a
87,2,a,10,8,13,14,9,in,in,quick,hit,1,no,,kill,kill,a
88,1,b,2,2,14,14,7,in,in,quick,tip,2,no,jump,,,b
88,2,a,7,6,,,14,out,,,blocked,1,no,,blocked,blocked,b
89,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
90,1,b,9,9,13,9,2,in,in,bic,hit,3,no,jump,kill,kill,b
91,1,a,1,2,,,12,out,,,blocked,2,yes,jump,blocked,blocked,b
92,1,a,7,7,13,15,8,in,in,outside,hit,1,no,jump,kill,kill,a
93,1,b,9,9,14,6,22,in,in,d-ball,hit,2,no,float,tool,tool,b
94,1,a,9,8,13,7,1,out,out,d-ball,hit,2,yes,hybrid,tool,tool,a
95,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
96,1,a,2,2,8,11,11,out,out,oppo,blocked,2,yes,jump,blocked,blocked,b
97,1,a,8,7,11,15,16,out,out,outside,hit,2,yes,jump,tool,tool,a
98,1,b,10,10,12,11,3,in,in,oppo,hit,2,yes,float,,,a
98,2,a,3,3,8,11,5,out,out,oppo,hit,2,no,,,,a
98,3,b,6,6,8,11,12,out,out,oppo,blocked,2,yes,,,,a
98,4,b,12,13,7,4,8,out,out,,free_ball,0,no,,,,a
98,5,a,8,9,12,11,5,in,in,oppo,hit,1,no,,kill,kill,a
99,1,b,9,8,12,12,12,in,in,quick,tip,2,no,float,hit_error,hit_error,a
100,1,b,8,8,2,14,14,out,out,outside,blocked,2,yes,float,blocked,blocked,a
101,1,b,7,7,13,8,7,in,in,bic,tip,2,no,float,,,a
101,2,a,7,7,8,15,3,out,out,outside,hit,2,no,,kill,kill,a
102,1,b,9,9,13,11,15,in,in,oppo,hit,2,yes,float,,,a
102,2,a,15,15,12,11,6,in,in,oppo,hit,2,no,,kill,kill,a
103,1,b,9,9,13,13,6,in,in,quick,hit,2,no,float,,,b
103,2,a,6,7,14,7,9,out,out,d-ball,free_ball,0,no,,,,b
103,3,b,9,13,13,11,6,in,in,oppo,hit,2,no,,kill,kill,b
104,1,a,6,7,13,14,6,in,in,quick,hit,1,no,jump,kill,kill,a
105,1,b,7,7,20,,,out,,,,,,float,ace,ace,a
106,1,b,,,,,,,,,,,,float,serve_error,serve_error,b
107,1,a,7,7,12,15,6,in,in,oppo,hit,1,no,float,kill,kill,a
108,1,b,7,6,21,26,8,out,out,outside,roll_shot,2,no,jump,,,b
108,2,a,8,,,,13,out,,,blocked,1,no,,blocked,blocked,b
109,1,a,3,3,13,13,3,in,in,quick,hit,1,no,jump,kill,kill,a
110,1,b,8,8,13,8,6,in,in,bic,hit,3,no,jump,,,a
110,2,a,6,6,8,7,11,out,out,bic,hit,2,no,,kill,kill,a
111,1,b,4,4,13,15,8,in,in,outside,blocked,,,jump,,,b
111,2,b,8,8,13,11,5,in,in,d-ball,hit,2,no,,kill,kill,b
112,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
113,1,b,8,8,12,13,9,in,in,quick,hit,2,yes,float,,,a
113,2,a,9,9,14,6,9,in,in,d-ball,hit,0,no,,kill,kill,a
114,1,b,8,8,9,15,23,out,out,outside,hit,2,no,float,hit_error,hit_error,a
115,1,b,,,,,,,,,,,,float,serve_error,serve_error,b
116,1,a,8,8,13,13,7,in,in,quick,hit,1,no,hybrid,kill,kill,a
117,1,b,9,9,25,9,10,out,out,outside,hit,3,no,jump,kill,kill,b
118,1,a,12,1,2,6,7,out,out,oppo,roll_shot,3,no,jump,,,a
118,2,b,7,6,9,15,9,out,out,outside,hit,2,no,,,,a
118,3,a,9,4,7,8,7,out,out,bic,hit,2,no,,kill,kill,a
119,1,b,9,9,14,14,10,in,in,quick,hit,1,no,float,kill,kill,b
120,1,a,3,3,13,15,10,in,in,oppo,hit,2,no,jump,kill,kill,a
121,1,b,,,,,,,,,,,,float,serve_error,serve_error,b
122,1,a,8,7,13,15,11,in,in,outside,tip,0,no,float,kill,kill,a
123,1,b,6,7,17,15,13,out,out,outside,off_speed,2,yes,jump,,,a
123,2,a,13,14,13,6,5,in,in,d-ball,hit,2,no,,kill,kill,a
124,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
125,1,a,13,9,13,6,12,in,out,d-ball,blocked,2,yes,jump,,,b
125,2,a,12,12,11,11,8,out,out,oppo,overpass,0,no,,,,b
125,3,b,8,8,13,6,20,in,in,in,d-ball,2,no,,net,net,b
126,1,a,8,8,7,13,7,out,in,quick,blocked,2,yes,jump,blocked,blocked,b
127,1,a,8,8,13,12,8,in,in,quick,hit,1,no,jump,kill,kill,a
128,1,b,8,8,6,15,25,out,out,outside,blocked,2,yes,jump,tool,tool,b
129,1,a,8,8,15,7,24,out,out,d-ball,hit,1,no,jump,hit_error,hit_error,b
130,1,a,3,3,8,6,25,out,out,d-ball,hit,2,yes,jump,tool,tool,a
1,1,a,8,3,12,15,1,in,in,outside,tip,2,no,jump,kill,kill,a
2,1,b,4,4,12,15,3,in,in,outside,blocked,2,yes,jump,,,b
2,2,b,3,7,12,13,13,in,in,quick,blocked,2,yes,,,,b
2,3,b,13,13,13,15,16,in,in,outside,hit,2,yes,,tool,tool,b
3,1,a,,,,,21,,,,,,,jump,serve_error,serve_error,a
4,1,b,3,3,13,11,17,in,in,oppo,hit,1,no,tape,hit_error,hit_error,a
5,1,b,4,4,12,15,11,in,in,outside,hit,2,yes,jump,kill,kill,b
6,1,a,10,10,13,11,5,in,in,oppo,hit,2,no,hybrid,kill,kill,a
